index:ID,class,definition,description,:LABEL
20929,java.util.prefs.Preferences,"public class JMXPrincipal
extends Object
implements Principal, Serializable","
A scanning visitor of program elements with default behavior
 appropriate for the RELEASE_6
 source version.
",Class
20930,java.util.regex.Matcher,"public class NotificationResult
extends Object
implements Serializable","
A simple visitor for annotation values with default behavior
 appropriate for the RELEASE_6
 source version.
",Class
20931,java.util.regex.Pattern,"public class TargetedNotification
extends Object
implements Serializable","
A simple visitor of program elements with default behavior
 appropriate for the RELEASE_6
 source version.
",Class
20932,java.util.spi.CurrencyNameProvider,"public class JMXConnectorFactory
extends Object","
A simple visitor of types with default behavior appropriate for the
 RELEASE_6 source version.
",Class
20933,java.util.spi.LocaleServiceProvider,"public class JMXConnectorServerFactory
extends Object","
A visitor of types based on their kind with
 default behavior appropriate for the RELEASE_6 source version.
",Class
20934,java.util.spi.LocaleNameProvider,"public class JMXServiceURL
extends Object
implements Serializable","
Represents an MBean attribute by associating its name with its value.
",Class
20935,java.util.spi.TimeZoneNameProvider,"public final class SubjectDelegationPermission
extends BasicPermission","
This class implements of the NotificationFilter
 interface for the attribute change notification.
",Class
20936,java.util.zip.Adler32,"public class RMIConnectionImpl
extends Object
implements RMIConnection, Unreferenced","
Represents attributes used as arguments to relational constraints.
",Class
20937,java.util.zip.CheckedOutputStream,"public class RMIConnector
extends Object
implements JMXConnector, Serializable, JMXAddressable","
An immutable descriptor.
",Class
20938,java.util.zip.Deflater,"public class RMIIIOPServerImpl
extends RMIServerImpl","
Describes an MBean attribute exposed for management.
",Class
20939,java.util.zip.DeflaterOutputStream,"public abstract class RMIServerImpl
extends Object
implements Closeable, RMIServer","
Provides general information for an MBean descriptor object.
",Class
20940,java.util.zip.GZIPOutputStream,"public final class RMIConnectionImpl_Stub
extends RemoteStub
implements RMIConnection","
The MBeanNotificationInfo class is used to describe the
 characteristics of the different notification instances
 emitted by an MBean, for a given Java class of notification.
",Class
20941,java.util.zip.InflaterInputStream,"public class RMIConnectorServer
extends JMXConnectorServer","
Describes an argument of an operation exposed by an MBean.
",Class
20942,java.util.zip.ZipEntry,"public class RMIJRMPServerImpl
extends RMIServerImpl","
This class represents a builder that creates a default
 MBeanServer implementation.
",Class
20943,java.util.zip.ZipInputStream,"public final class RMIServerImpl_Stub
extends RemoteStub
implements RMIServer","
Provides MBean server references.
",Class
20944,java.util.zip.CheckedInputStream,"public class Timer
extends NotificationBroadcasterSupport
implements TimerMBean, MBeanRegistration","
Represents a notification emitted by the MBean Server through the MBeanServerDelegate MBean.
",Class
20945,java.util.zip.CRC32,"public class TimerNotification
extends Notification","
This permission represents ""trust"" in a signer or codebase.
",Class
20946,java.util.zip.DeflaterInputStream,"public class BinaryRefAddr
extends RefAddr","
Provides an implementation of NotificationEmitter
 interface.
",Class
20947,java.util.zip.GZIPInputStream,"public class CompositeName
extends Object
implements Name","
Used to represent the object name of an MBean and its class name.
",Class
20948,java.util.zip.Inflater,"public class InitialContext
extends Object
implements Context","
Constructs query object constraints.
",Class
20949,java.util.zip.InflaterOutputStream,"public class NameClassPair
extends Object
implements Serializable","
An MBean whose management interface is determined by reflection
 on a Java interface, and that emits notifications.
",Class
20950,java.util.zip.ZipFile,"public class Reference
extends Object
implements Cloneable, Serializable","
Represents strings that are arguments to relational constraints.
",Class
20951,java.util.zip.ZipOutputStream,"public class Binding
extends NameClassPair","
Provides definitions of the attribute change notifications sent by MBeans.
",Class
20952,javax.accessibility.AccessibleAttributeSequence,"public class CompoundName
extends Object
implements Name","
Represents a list of values for attributes of an MBean.
",Class
20953,javax.accessibility.AccessibleContext,"public class LinkRef
extends Reference","Deprecated
Use
 MBeanServer.getClassLoaderRepository()
 instead.
",Class
20954,javax.accessibility.AccessibleRelation,"public abstract class RefAddr
extends Object
implements Serializable","
Static methods from the JMX API.
",Class
20955,javax.accessibility.AccessibleResourceBundle,"public class StringRefAddr
extends RefAddr","
Describes a constructor exposed by an MBean.
",Class
20956,javax.accessibility.AccessibleState,"public class BasicAttribute
extends Object
implements Attribute","
Describes the management interface exposed by an MBean; that is,
 the set of attributes and operations which are available for
 management operations.
",Class
20957,javax.accessibility.AccessibleTextSequence,"public class InitialDirContext
extends InitialContext
implements DirContext","
Describes a management operation exposed by an MBean.
",Class
20958,javax.accessibility.AccessibleBundle,"public class SearchControls
extends Object
implements Serializable","
Permission controlling access to MBeanServer operations.
",Class
20959,javax.accessibility.AccessibleHyperlink,"public class BasicAttributes
extends Object
implements Attributes","
Represents  the MBean server from the management point of view.
",Class
20960,javax.accessibility.AccessibleRelationSet,"public class ModificationItem
extends Object
implements Serializable","
InvocationHandler that forwards methods in an MBean's
 management interface through the MBean server to the MBean.
",Class
20961,javax.accessibility.AccessibleRole,"public class SearchResult
extends Binding","
A Permission to perform actions related to MBeanServers.
",Class
20962,javax.accessibility.AccessibleStateSet,"public class NamingEvent
extends EventObject","
The Notification class represents a notification emitted by an
 MBean.
",Class
20963,javax.activation.ActivationDataFlavor,"public class NamingExceptionEvent
extends EventObject","
Provides an implementation of the NotificationFilter interface.
",Class
20964,javax.activation.CommandMap,"public class BasicControl
extends Object
implements Control","
Represents the object name of an MBean, or a pattern that can
 match the names of several MBeans.
",Class
20965,javax.activation.FileDataSource,"public class InitialLdapContext
extends InitialDirContext
implements LdapContext","
Allows a query to be performed in the context of a specific MBean server.
",Class
20966,javax.activation.MailcapCommandMap,"public final class ManageReferralControl
extends BasicControl","
An MBean whose management interface is determined by reflection
 on a Java interface.
",Class
20967,javax.activation.MimeTypeParameterList,"public final class PagedResultsResponseControl
extends BasicControl","Deprecated
Use
 MBeanServer.getClassLoaderRepository()}
 instead.
",Class
20968,javax.activation.URLDataSource,"public final class SortControl
extends BasicControl","
This class represents the contents of the MLET tag.
",Class
20969,javax.activation.CommandInfo,"public final class SortResponseControl
extends BasicControl","
Allows you to instantiate and register one or several MBeans in the MBean server
 coming from a remote URL.
",Class
20970,javax.activation.DataHandler,"public abstract class StartTlsResponse
extends Object
implements ExtendedResponse","
An MLet that is not added to the ClassLoaderRepository.
",Class
20971,javax.activation.FileTypeMap,"public abstract class ControlFactory
extends Object","
This class represents the metadata set for a ModelMBean element.
",Class
20972,javax.activation.MimeType,"public class LdapName
extends Object
implements Name","
The ModelMBeanConstructorInfo object describes a constructor of the ModelMBean.
",Class
20973,javax.activation.MimetypesFileTypeMap,"public final class PagedResultsControl
extends BasicControl","
The ModelMBeanNotificationInfo object describes a notification emitted
 by a ModelMBean.
",Class
20974,javax.activity.ActivationDataFlavor,"public class Rdn
extends Object
implements Serializable, Comparable<Object>","
This class is the implementation of a ModelMBean.
",Class
20975,javax.activity.CommandMap,"public class SortKey
extends Object","
The ModelMBeanAttributeInfo object describes an attribute of the ModelMBean.
",Class
20976,javax.activity.FileDataSource,"public class StartTlsRequest
extends Object
implements ExtendedRequest","
This class represents the meta data for ModelMBeans.
",Class
20977,javax.activity.MailcapCommandMap,"public class UnsolicitedNotificationEvent
extends EventObject","
The ModelMBeanOperationInfo object describes a management operation of
 the ModelMBean.
",Class
20978,javax.activity.MimeTypeParameterList,"public class DirectoryManager
extends NamingManager","
Defines a monitor MBean designed to observe the values of a counter
 attribute.
",Class
20979,javax.activity.URLDataSource,"public class NamingManager
extends Object","
Defines the part common to all monitor MBeans.
",Class
20980,javax.activity.CommandInfo,"public static class DirStateFactory.Result
extends Object","
Defines a monitor MBean designed to observe the values of a string
 attribute.
",Class
20981,javax.activity.DataHandler,"public class ResolveResult
extends Object
implements Serializable","
Defines a monitor MBean designed to observe the values of a gauge attribute.
",Class
20982,javax.activity.FileTypeMap,"public abstract class ServerSocketFactory
extends Object","
Provides definitions of the notifications sent by monitor MBeans.
",Class
20983,javax.activity.MimeType,"public abstract class SocketFactory
extends Object","
The ArrayType class is the open type class whose instances describe
 all open data values which are n-dimensional arrays of open data values.
",Class
20984,javax.activity.MimetypesFileTypeMap,"public class CertPathTrustManagerParameters
extends Object
implements ManagerFactoryParameters","
The CompositeDataSupport class is the open data class which
 implements the CompositeData interface.
",Class
20985,javax.annotation.ActivationDataFlavor,"public class HandshakeCompletedEvent
extends EventObject","
Describes an attribute of an open MBean.
",Class
20986,javax.annotation.CommandMap,"public class KeyManagerFactory
extends Object","
The OpenMBeanInfoSupport class describes the management
 information of an open MBean: it is a subclass of MBeanInfo, and it implements the OpenMBeanInfo interface.
",Class
20987,javax.annotation.FileDataSource,"public class KeyStoreBuilderParameters
extends Object
implements ManagerFactoryParameters","
Describes a parameter used in one or more operations or
 constructors of an open MBean.
",Class
20988,javax.annotation.MailcapCommandMap,"public abstract class SSLContextSpi
extends Object","
The SimpleType class is the open type class whose instances describe
 all open data values which are neither arrays,
 nor CompositeData values,
 nor TabularData values.
",Class
20989,javax.annotation.MimeTypeParameterList,"public class SSLEngineResult
extends Object","
The TabularType class is the  open type class
 whose instances describe the types of TabularData values.
",Class
20990,javax.annotation.URLDataSource,"public final class SSLPermission
extends BasicPermission","
An InvocationHandler that forwards getter methods to a
   CompositeData.
",Class
20991,javax.annotation.CommandInfo,"public abstract class SSLServerSocketFactory
extends ServerSocketFactory","
The CompositeType class is the open type class
 whose instances describe the types of CompositeData values.
",Class
20992,javax.annotation.DataHandler,"public abstract class SSLSocket
extends Socket","
Describes a constructor of an Open MBean.
",Class
20993,javax.annotation.FileTypeMap,"public class TrustManagerFactory
extends Object","
Describes an operation of an Open MBean.
",Class
20994,javax.annotation.MimeType,"public abstract class X509ExtendedKeyManager
extends Object
implements X509KeyManager","
The OpenType class is the parent abstract class of all classes which describe the actual open type
 of open data values.
",Class
20995,javax.annotation.MimetypesFileTypeMap,"public abstract class ExtendedSSLSession
extends Object
implements SSLSession","
The TabularDataSupport class is the open data class which implements the TabularData
 and the Map interfaces, and which is internally based on a hash map data structure.
",Class
20996,javax.annotation.processing.AbstractProcessor,"public abstract class HttpsURLConnection
extends HttpURLConnection","
Filter for MBeanServerNotification.
",Class
20997,javax.annotation.processing.Completions,"public abstract class KeyManagerFactorySpi
extends Object","
The Relation Service is in charge of creating and deleting relation types
 and relations, of handling the consistency and of providing query
 mechanisms.
",Class
20998,javax.crypto.Cipher,"public class SSLContext
extends Object","
A RelationTypeSupport object implements the RelationType interface.
",Class
20999,javax.crypto.CipherOutputStream,"public abstract class SSLEngine
extends Object","
A RoleInfo object summarises a role in a relation type.
",Class
21000,javax.crypto.EncryptedPrivateKeyInfo,"public class SSLParameters
extends Object","
Represents the result of a multiple access to several roles of a relation
 (either for reading or writing).
",Class
21001,javax.crypto.ExemptionMechanismSpi,"public abstract class SSLServerSocket
extends ServerSocket","
Represents an unresolved role: a role not retrieved from a relation due
 to a problem.
",Class
21002,javax.crypto.KeyAgreementSpi,"public class SSLSessionBindingEvent
extends EventObject","
A notification of a change in the Relation Service.
",Class
21003,javax.crypto.KeyGeneratorSpi,"public abstract class SSLSocketFactory
extends SocketFactory","
A RelationSupport object is used internally by the Relation Service to
 represent simple relations (only roles, no properties or methods), with an
 unlimited number of roles, of any relation type.
",Class
21004,javax.crypto.MacSpi,"public abstract class TrustManagerFactorySpi
extends Object","
Represents a role: includes a role name and referenced MBeans (via their
 ObjectNames).
",Class
21005,javax.crypto.SealedObject,"public abstract class X509ExtendedTrustManager
extends Object
implements X509TrustManager","
A RoleList represents a list of roles (Role objects).
",Class
21006,javax.crypto.SecretKeyFactorySpi,"public class DocFlavor
extends Object
implements Serializable, Cloneable","
This class describes the various problems which can be encountered when
 accessing a role.
",Class
21007,javax.crypto.CipherInputStream,"public static class DocFlavor.CHAR_ARRAY
extends DocFlavor","
A RoleUnresolvedList represents a list of RoleUnresolved objects,
 representing roles not retrieved from a relation due to a problem
 encountered when trying to access (read or write) the roles.
",Class
21008,javax.crypto.CipherSpi,"public static class DocFlavor.READER
extends DocFlavor","
Notification emitted when a client connection is opened or
 closed or when notifications are lost.
",Class
21009,javax.crypto.ExemptionMechanism,"public static class DocFlavor.STRING
extends DocFlavor","
Superclass of every connector server.
",Class
21010,javax.crypto.KeyAgreement,"public abstract class PrintServiceLookup
extends Object","
The identity of a remote client of the JMX Remote API.
",Class
21011,javax.crypto.KeyGenerator,"public abstract class ServiceUIFactory
extends Object","
Result of a query for buffered notifications.
",Class
21012,javax.crypto.Mac,"public abstract class StreamPrintService
extends Object
implements PrintService","
A (Notification, Listener ID) pair.
",Class
21013,javax.crypto.NullCipher,"public static class DocFlavor.BYTE_ARRAY
extends DocFlavor","
Factory to create JMX API connector clients.
",Class
21014,javax.crypto.SecretKeyFactory,"public static class DocFlavor.INPUT_STREAM
extends DocFlavor","
Factory to create JMX API connector servers.
",Class
21015,javax.crypto.interfaces.Cipher,"public static class DocFlavor.SERVICE_FORMATTED
extends DocFlavor","
The address of a JMX API connector server.
",Class
21016,javax.crypto.interfaces.CipherOutputStream,"public static class DocFlavor.URL
extends DocFlavor","
Permission required by an authentication identity to perform
 operations on behalf of an authorization identity.
",Class
21017,javax.crypto.interfaces.EncryptedPrivateKeyInfo,"public class ServiceUI
extends Object","
Implementation of the RMIConnection interface.
",Class
21018,javax.crypto.interfaces.ExemptionMechanismSpi,"public final class SimpleDoc
extends Object
implements Doc","
A connection to a remote RMI connector.
",Class
21019,javax.crypto.interfaces.KeyAgreementSpi,"public abstract class StreamPrintServiceFactory
extends Object","
An RMIServerImpl that is exported through IIOP and that
 creates client connections as RMI objects exported through IIOP.
",Class
21020,javax.crypto.interfaces.KeyGeneratorSpi,"public final class AttributeSetUtilities
extends Object","
An RMI object representing a connector server.
",Class
21021,javax.crypto.interfaces.MacSpi,"public abstract class EnumSyntax
extends Object
implements Serializable, Cloneable", ,Class
21022,javax.crypto.interfaces.SealedObject,"public class HashDocAttributeSet
extends HashAttributeSet
implements DocAttributeSet, Serializable","
A JMX API connector server that creates RMI-based connections
 from remote clients.
",Class
21023,javax.crypto.interfaces.SecretKeyFactorySpi,"public class HashPrintRequestAttributeSet
extends HashAttributeSet
implements PrintRequestAttributeSet, Serializable","
An RMIServer object that is exported through JRMP and that
 creates client connections as RMI objects exported through JRMP.
",Class
21024,javax.crypto.interfaces.CipherInputStream,"public abstract class IntegerSyntax
extends Object
implements Serializable, Cloneable","
Provides the implementation of the timer MBean.
",Class
21025,javax.crypto.interfaces.CipherSpi,"public abstract class SetOfIntegerSyntax
extends Object
implements Serializable, Cloneable","
This class provides definitions of the notifications sent by timer MBeans.
",Class
21026,javax.crypto.interfaces.ExemptionMechanism,"public abstract class TextSyntax
extends Object
implements Serializable, Cloneable","
This class represents the binary form of the address of
 a communications end-point.
",Class
21027,javax.crypto.interfaces.KeyAgreement,"public abstract class DateTimeSyntax
extends Object
implements Serializable, Cloneable","
This class represents a composite name -- a sequence of
 component names spanning multiple namespaces.
",Class
21028,javax.crypto.interfaces.KeyGenerator,"public class HashAttributeSet
extends Object
implements AttributeSet, Serializable","
This class is the starting context for performing naming operations.
",Class
21029,javax.crypto.interfaces.Mac,"public class HashPrintJobAttributeSet
extends HashAttributeSet
implements PrintJobAttributeSet, Serializable","
This class represents the object name and class name pair of a binding
 found in a context.
",Class
21030,javax.crypto.interfaces.NullCipher,"public class HashPrintServiceAttributeSet
extends HashAttributeSet
implements PrintServiceAttributeSet, Serializable","
This class represents a reference to an object that is found outside of
 the naming/directory system.
",Class
21031,javax.crypto.interfaces.SecretKeyFactory,"public abstract class ResolutionSyntax
extends Object
implements Serializable, Cloneable","
This class represents a name-to-object binding found in a context.
",Class
21032,javax.crypto.spec.DESedeKeySpec,"public abstract class Size2DSyntax
extends Object
implements Serializable, Cloneable","
This class represents a compound name -- a name from
 a hierarchical name space.
",Class
21033,javax.crypto.spec.DHGenParameterSpec,"public abstract class URISyntax
extends Object
implements Serializable, Cloneable","
This class represents a Reference whose contents is a name, called the link name,
 that is bound to an atomic name in a context.
",Class
21034,javax.crypto.spec.DHPrivateKeySpec,"public final class Chromaticity
extends EnumSyntax
implements DocAttribute, PrintRequestAttribute, PrintJobAttribute","
This class represents the address of a communications end-point.
",Class
21035,javax.crypto.spec.GCMParameterSpec,"public class Compression
extends EnumSyntax
implements DocAttribute","
This class represents the string form of the address of
 a communications end-point.
",Class
21036,javax.crypto.spec.OAEPParameterSpec,"public final class CopiesSupported
extends SetOfIntegerSyntax
implements SupportedValuesAttribute","
This class provides a basic implementation of the Attribute interface.
",Class
21037,javax.crypto.spec.PBEParameterSpec,"public final class DateTimeAtCreation
extends DateTimeSyntax
implements PrintJobAttribute","
This class is the starting context for performing
 directory operations.
",Class
21038,javax.crypto.spec.PSource.PSpecified,"public final class Destination
extends URISyntax
implements PrintJobAttribute, PrintRequestAttribute","
This class encapsulates
 factors that determine scope of search and what gets returned
 as a result of the search.
",Class
21039,javax.crypto.spec.RC5ParameterSpec,"public final class DocumentName
extends TextSyntax
implements DocAttribute","
This class provides a basic implementation
 of the Attributes interface.
",Class
21040,javax.crypto.spec.DESKeySpec,"public class Finishings
extends EnumSyntax
implements DocAttribute, PrintRequestAttribute, PrintJobAttribute","
This class represents a modification item.
",Class
21041,javax.crypto.spec.DHParameterSpec,"public final class JobImpressions
extends IntegerSyntax
implements PrintRequestAttribute, PrintJobAttribute","
This class represents an item in the NamingEnumeration returned as a
 result of the DirContext.search() methods.
",Class
21042,javax.crypto.spec.DHPublicKeySpec,"public final class JobImpressionsSupported
extends SetOfIntegerSyntax
implements SupportedValuesAttribute","
This class represents an event fired by a naming/directory service.
",Class
21043,javax.crypto.spec.IvParameterSpec,"public final class JobKOctetsProcessed
extends IntegerSyntax
implements PrintJobAttribute","
This class represents an event fired when the procedures/processes
 used to collect information for notifying listeners of
 NamingEvents threw a NamingException.
",Class
21044,javax.crypto.spec.PBEKeySpec,"public class JobMediaSheets
extends IntegerSyntax
implements PrintRequestAttribute, PrintJobAttribute","
This class provides a basic implementation of the Control
 interface.
",Class
21045,javax.crypto.spec.PSource,"public final class JobMediaSheetsSupported
extends SetOfIntegerSyntax
implements SupportedValuesAttribute","
This class is the starting context for performing
 LDAPv3-style extended operations and controls.
",Class
21046,javax.crypto.spec.RC2ParameterSpec,"public final class JobName
extends TextSyntax
implements PrintRequestAttribute, PrintJobAttribute","
Requests that referral and other special LDAP objects be manipulated
 as normal LDAP objects.
",Class
21047,javax.crypto.spec.SecretKeySpec,"public final class JobPriority
extends IntegerSyntax
implements PrintRequestAttribute, PrintJobAttribute","
Indicates the end of a batch of search results.
",Class
21048,javax.imageio.IIOImage,"public class JobSheets
extends EnumSyntax
implements PrintRequestAttribute, PrintJobAttribute","
Requests that the results of a search operation be sorted by the LDAP server
 before being returned.
",Class
21049,javax.imageio.ImageIO,"public class JobStateReason
extends EnumSyntax
implements Attribute","
Indicates whether the requested sort of search results was successful or not.
",Class
21050,javax.imageio.ImageReadParam,"public abstract class Media
extends EnumSyntax
implements DocAttribute, PrintRequestAttribute, PrintJobAttribute","
This class implements the LDAPv3 Extended Response for StartTLS as
 defined in
 Lightweight Directory
 Access Protocol (v3): Extension for Transport Layer Security

 The object identifier for StartTLS is 1.3.6.1.4.1.1466.20037
 and no extended response value is defined.
",Class
21051,javax.imageio.ImageWriteParam,"public final class MediaPrintableArea
extends Object
implements DocAttribute, PrintRequestAttribute, PrintJobAttribute","
This abstract class represents a factory for creating LDAPv3 controls.
",Class
21052,javax.imageio.IIOParam,"public static final class MediaSize.Engineering
extends Object","
This class represents a distinguished name as specified by
 RFC 2253.
",Class
21053,javax.imageio.ImageReader,"public static final class MediaSize.JIS
extends Object","
Requests that the results of a search operation be returned by the LDAP
 server in batches of a specified size.
",Class
21054,javax.imageio.ImageTypeSpecifier,"public static final class MediaSize.Other
extends Object","
This class represents a relative distinguished name, or RDN, which is a
 component of a distinguished name as specified by
 RFC 2253.
",Class
21055,javax.imageio.ImageWriter,"public class MediaTray
extends Media
implements Attribute","
A sort key and its associated sort parameters.
",Class
21056,javax.imageio.event.IIOImage,"public final class NumberOfDocuments
extends IntegerSyntax
implements PrintJobAttribute","
This class implements the LDAPv3 Extended Request for StartTLS as
 defined in
 Lightweight Directory
 Access Protocol (v3): Extension for Transport Layer Security

 The object identifier for StartTLS is 1.3.6.1.4.1.1466.20037
 and no extended request value is defined.
",Class
21057,javax.imageio.event.ImageIO,"public final class NumberUp
extends IntegerSyntax
implements DocAttribute, PrintRequestAttribute, PrintJobAttribute","
This class represents an event fired in response to an unsolicited
 notification sent by the LDAP server.
",Class
21058,javax.imageio.event.ImageReadParam,"public final class OrientationRequested
extends EnumSyntax
implements DocAttribute, PrintRequestAttribute, PrintJobAttribute","
This class contains methods for supporting DirContext
 implementations.
",Class
21059,javax.imageio.event.ImageWriteParam,"public final class PageRanges
extends SetOfIntegerSyntax
implements DocAttribute, PrintRequestAttribute, PrintJobAttribute","
This class contains methods for creating context objects
 and objects referred to by location information in the naming
 or directory service.
",Class
21060,javax.imageio.event.IIOParam,"public final class PagesPerMinuteColor
extends IntegerSyntax
implements PrintServiceAttribute","
An object/attributes pair for returning the result of
 DirStateFactory.getStateToBind().
",Class
21061,javax.imageio.event.ImageReader,"public final class PresentationDirection
extends EnumSyntax
implements PrintJobAttribute, PrintRequestAttribute","
This class represents the result of resolution of a name.
",Class
21062,javax.imageio.event.ImageTypeSpecifier,"public final class PrinterIsAcceptingJobs
extends EnumSyntax
implements PrintServiceAttribute","
This class creates server sockets.
",Class
21063,javax.imageio.event.ImageWriter,"public final class PrinterMakeAndModel
extends TextSyntax
implements PrintServiceAttribute","
This class creates sockets.
",Class
21064,javax.imageio.metadata.IIOMetadata,"public final class PrinterMoreInfo
extends URISyntax
implements PrintServiceAttribute","
A wrapper for CertPathParameters.
",Class
21065,javax.imageio.metadata.IIOMetadataNode,"public final class PrinterName
extends TextSyntax
implements PrintServiceAttribute","
This event indicates that an SSL handshake completed on a given
 SSL connection.
",Class
21066,javax.imageio.metadata.IIOMetadataFormatImpl,"public final class PrinterState
extends EnumSyntax
implements PrintServiceAttribute","
This class acts as a factory for key managers based on a
 source of key material.
",Class
21067,javax.imageio.plugins.bmp.BMPImageWriteParam,"public final class PrinterStateReasons
extends HashMap<PrinterStateReason,Severity>
implements PrintServiceAttribute","
A parameters object for X509KeyManagers that encapsulates a List
 of KeyStore.Builders.
",Class
21068,javax.imageio.plugins.jpeg.JPEGHuffmanTable,"public class PrintQuality
extends EnumSyntax
implements DocAttribute, PrintRequestAttribute, PrintJobAttribute","
This class defines the Service Provider Interface (SPI)
 for the SSLContext class.
",Class
21069,javax.imageio.plugins.jpeg.JPEGImageWriteParam,"public class ReferenceUriSchemesSupported
extends EnumSyntax
implements Attribute","
An encapsulation of the result state produced by
 SSLEngine I/O calls.
",Class
21070,javax.imageio.plugins.jpeg.JPEGImageReadParam,"public final class Severity
extends EnumSyntax
implements Attribute","
SSLServerSocketFactorys create
 SSLServerSockets.
",Class
21071,javax.imageio.plugins.jpeg.JPEGQTable,"public final class Sides
extends EnumSyntax
implements DocAttribute, PrintRequestAttribute, PrintJobAttribute","
This class extends Sockets and provides secure
 socket using protocols such as the ""Secure
 Sockets Layer"" (SSL) or IETF ""Transport Layer Security"" (TLS) protocols.
",Class
21072,javax.imageio.spi.IIORegistry,"public final class ColorSupported
extends EnumSyntax
implements PrintServiceAttribute","
This class acts as a factory for trust managers based on a
 source of trust material.
",Class
21073,javax.imageio.spi.ImageInputStreamSpi,"public final class Copies
extends IntegerSyntax
implements PrintRequestAttribute, PrintJobAttribute","
Abstract class that provides for extension of the X509KeyManager
 interface.
",Class
21074,javax.imageio.spi.ImageReaderSpi,"public final class DateTimeAtCompleted
extends DateTimeSyntax
implements PrintJobAttribute","
Extends the SSLSession interface to support additional
 session attributes.
",Class
21075,javax.imageio.spi.ImageTranscoderSpi,"public final class DateTimeAtProcessing
extends DateTimeSyntax
implements PrintJobAttribute","
HttpsURLConnection extends HttpURLConnection
 with support for https-specific features.
",Class
21076,javax.imageio.spi.ServiceRegistry,"public final class DialogTypeSelection
extends EnumSyntax
implements PrintRequestAttribute","
This class defines the Service Provider Interface (SPI)
 for the KeyManagerFactory class.
",Class
21077,javax.imageio.spi.IIOServiceProvider,"public final class Fidelity
extends EnumSyntax
implements PrintJobAttribute, PrintRequestAttribute","
Instances of this class represent a secure socket protocol
 implementation which acts as a factory for secure socket
 factories or SSLEngines.
",Class
21078,javax.imageio.spi.ImageOutputStreamSpi,"public final class JobHoldUntil
extends DateTimeSyntax
implements PrintRequestAttribute, PrintJobAttribute","
A class which enables secure communications using protocols such as
 the Secure Sockets Layer (SSL) or
  IETF RFC 2246 ""Transport
 Layer Security"" (TLS)  protocols, but is transport independent.
",Class
21079,javax.imageio.spi.ImageReaderWriterSpi,"public final class JobImpressionsCompleted
extends IntegerSyntax
implements PrintJobAttribute","
Encapsulates parameters for an SSL/TLS connection.
",Class
21080,javax.imageio.spi.ImageWriterSpi,"public final class JobKOctets
extends IntegerSyntax
implements PrintRequestAttribute, PrintJobAttribute","
This class extends ServerSockets and
 provides secure server sockets using protocols such as the Secure
 Sockets Layer (SSL) or Transport Layer Security (TLS) protocols.
",Class
21081,javax.imageio.stream.FileCacheImageInputStream,"public final class JobKOctetsSupported
extends SetOfIntegerSyntax
implements SupportedValuesAttribute","
This event is propagated to a SSLSessionBindingListener.
",Class
21082,javax.imageio.stream.FileImageInputStream,"public final class JobMediaSheetsCompleted
extends IntegerSyntax
implements PrintJobAttribute","
SSLSocketFactorys create SSLSockets.
",Class
21083,javax.imageio.stream.IIOByteBuffer,"public final class JobMessageFromOperator
extends TextSyntax
implements PrintJobAttribute","
This class defines the Service Provider Interface (SPI)
 for the TrustManagerFactory class.
",Class
21084,javax.imageio.stream.ImageOutputStreamImpl,"public final class JobOriginatingUserName
extends TextSyntax
implements PrintJobAttribute","
Extensions to the X509TrustManager interface to support
 SSL/TLS connection sensitive trust management.
",Class
21085,javax.imageio.stream.MemoryCacheImageOutputStream,"public final class JobPrioritySupported
extends IntegerSyntax
implements SupportedValuesAttribute","
Class DocFlavor encapsulates an object that specifies the
 format in which print data is supplied to a DocPrintJob.
",Class
21086,javax.imageio.stream.FileCacheImageOutputStream,"public class JobState
extends EnumSyntax
implements PrintJobAttribute","
Class DocFlavor.CHAR_ARRAY provides predefined static constant
 DocFlavor objects for example doc flavors using a character array
 (char[]) as the print data representation class.
",Class
21087,javax.imageio.stream.FileImageOutputStream,"public final class JobStateReasons
extends HashSet<JobStateReason>
implements PrintJobAttribute","
Class DocFlavor.READER provides predefined static constant DocFlavor
 objects for example doc flavors using a character stream (java.io.Reader) as the print data
 representation class.
",Class
21088,javax.imageio.stream.ImageInputStreamImpl,"public class MediaName
extends Media
implements Attribute","
Class DocFlavor.STRING provides predefined static constant DocFlavor
 objects for example doc flavors using a string (java.lang.String) as the print data representation class.
",Class
21089,javax.imageio.stream.MemoryCacheImageInputStream,"public class MediaSize
extends Size2DSyntax
implements Attribute","
Implementations of this class provide lookup services for
 print services (typically equivalent to printers) of a particular type.
",Class
21090,javax.jws.FileCacheImageInputStream,"public static final class MediaSize.ISO
extends Object","
Services may optionally provide UIs which allow different styles
 of interaction in different roles.
",Class
21091,javax.jws.FileImageInputStream,"public static final class MediaSize.NA
extends Object","
This class extends PrintService and represents a
 print service that prints data in different formats to a
 client-provided output stream.
",Class
21092,javax.jws.IIOByteBuffer,"public class MediaSizeName
extends Media","
Class DocFlavor.BYTE_ARRAY provides predefined static constant
 DocFlavor objects for example doc flavors using a byte array
 (byte[]) as the print data representation class.
",Class
21093,javax.jws.ImageOutputStreamImpl,"public class MultipleDocumentHandling
extends EnumSyntax
implements PrintRequestAttribute, PrintJobAttribute","
Class DocFlavor.INPUT_STREAM provides predefined static constant
 DocFlavor objects for example doc flavors using a byte stream (java.io.InputStream) as the print
 data representation class.
",Class
